0,9
1,7
2,9
3,10
4,8
5,10
6,10
7,7
8,7
9,7
10,9
11,9
12,9
13,7
14,10
15,7
16,7
17,9
18,7
19,10
20,9
21,7
22,8
23,7
24,8
25,7
26,9
27,10
28,10
29,10
30,7
31,8
32,10
33,7
34,8
35,8
36,10
37,9
38,10
39,9
40,8
41,9
42,10
43,10
44,8
45,10
46,9
47,8
48,7
49,10
50,10
51,10
52,10
53,10
54,10
55,9
56,10
57,10
58,9
59,7
60,8
61,10
62,10
63,10
64,7
65,10
66,8
67,10
68,10
69,10
70,9
71,10
72,7
73,7
74,8
75,8
76,7
77,7
78,10
79,10
80,9
81,10
82,8
83,10
84,10
85,10
86,10
87,10
88,9
89,7
90,7
91,8
92,9
93,10
94,10
95,10
96,10
97,9
98,10
99,8
100,7
101,8
102,10
103,7
104,10
105,7
106,10
107,10
108,10
109,10
110,10
111,10
112,10
113,10
114,10
115,10
116,10
117,10
118,8
119,10
120,8
121,10
122,9
123,10
124,10
125,7
126,10
127,7
128,7
129,9
130,9
131,10
132,9
133,10
134,10
135,7
136,10
137,7
138,7
139,10
140,8
141,9
142,8
143,7
144,8
145,10
146,10
147,9
148,9
149,10
150,8
151,10
152,9
153,10
154,8
155,10
156,8
157,9
158,10
159,10
160,9
161,8
162,8
163,10
164,10
165,7
166,7
167,7
168,9
169,8
170,10
171,8
172,10
173,7
174,7
175,7
176,7
177,9
178,7
179,8
180,9
181,10
182,10
183,8
184,8
185,9
186,8
187,8
188,7
189,9
190,10
191,9
192,9
193,7
194,8
195,8
196,9
197,9
198,8
199,10
200,10
201,10
202,10
203,7
204,10
205,8
206,10
207,8
208,9
209,8
210,10
211,9
212,9
213,9
214,7
215,8
216,8
217,8
218,9
219,8
220,10
221,9
222,10
223,9
224,10
225,9
226,10
227,10
228,7
229,10
230,9
231,10
232,10
233,7
234,10
235,10
236,9
237,10
238,10
239,7
240,10
241,8
242,8
243,10
244,10
245,9
246,7
247,10
248,10
249,10
250,7
251,10
252,9
253,7
254,8
255,10
256,9
257,7
258,7
259,8
260,7
261,8
262,8
263,9
264,7
265,7
266,7
267,7
268,8
269,8
270,10
271,10
272,10
273,9
274,7
275,10
276,10
277,8
278,9
279,9
280,8
281,10
282,9
283,8
284,10
285,10
286,10
287,9
288,10
289,10
290,9
291,10
292,10
293,7
294,10
295,10
296,10
297,10
298,8
299,10
300,9
301,10
302,10
303,10
304,10
305,8
306,10
307,8
308,8
309,9
310,7
311,9
312,10
313,10
314,10
315,10
316,10
317,10
318,10
319,9
320,8
321,10
322,10
323,10
324,8
325,9
326,10
327,8
328,10
329,10
330,10
331,10
332,10
333,10
334,10
335,10
336,10
337,9
338,10
339,10
340,10
341,10
342,10
343,10
344,8
345,7
346,10
347,10
348,7
349,10
350,9
351,10
352,10
353,9
354,9
355,9
356,10
357,10
358,10
359,8
360,10
361,10
362,10
363,10
364,10
365,10
366,9
367,10
368,10
369,10
370,10
371,9
372,10
373,10
374,10
375,9
376,10
377,7
378,8
379,10
380,10
381,10
382,10
383,10
384,8
385,10
386,7
387,8
388,8
389,10
390,10
391,8
392,9
393,8
394,8
395,10
396,8
397,9
398,10
399,9
400,10
401,10
402,10
403,8
404,9
405,10
406,8
407,10
408,10
409,10
410,8
411,10
412,8
413,10
414,10
415,7
416,8
417,7
418,9
419,7
420,7
421,9
422,7
423,10
424,8
425,10
426,7
427,10
428,7
429,10
430,7
431,8
432,8
433,10
434,8
435,8
436,10
437,9
438,9
439,9
440,10
441,9
442,9
443,10
444,10
445,10
446,10
447,10
448,10
449,10
450,10
451,10
452,10
453,10
454,8
455,10
456,10
457,10
458,10
459,10
460,9
461,8
462,8
463,7
464,10
465,10
466,8
467,7
468,7
469,7
470,10
471,7
472,10
473,9
474,7
475,10
476,7
477,10
478,7
479,10
480,10
481,10
482,8
483,8
484,8
485,8
486,9
487,8
488,9
489,7
490,9
491,7
492,7
493,10
494,9
495,7
496,10
497,10
498,10
499,8
500,9
501,10
502,10
503,10
504,8
505,9
506,7
507,10
508,9
509,10
510,8
511,10
512,10
513,10
514,10
515,10
516,10
517,10
518,10
519,10
520,8
521,10
522,8
523,10
524,10
525,10
526,10
527,9
528,9
529,10
530,10
531,10
532,9
533,10
534,10
535,10
536,10
537,10
538,10
539,10
540,8
541,7
542,9
543,10
544,8
545,10
546,10
547,10
548,7
549,9
550,10
551,8
552,8
553,7
554,7
555,8
556,9
557,9
558,10
559,8
560,8
561,10
562,8
563,10
564,8
565,10
566,8
567,10
568,7
569,10
570,10
571,10
572,9
573,9
574,7
575,10
576,10
577,8
578,10
579,10
580,9
581,10
582,9
583,8
584,8
585,10
586,10
587,10
588,9
589,10
590,10
591,10
592,10
593,9
594,9
595,9
596,7
597,7
598,9
599,10
600,10
601,7
602,10
603,10
604,8
605,8
606,10
607,10
608,8
609,9
610,9
611,10
612,10
613,10
614,10
615,10
616,7
617,7
618,10
619,9
620,10
621,10
622,10
623,10
624,9
625,10
626,9
627,8
628,9
629,9
630,10
631,10
632,10
633,8
634,8
635,9
636,10
637,10
638,10
639,10
640,10
641,8
642,10
643,10
644,9
645,10
646,9
647,10
648,7
649,10
650,9
651,10
652,10
653,10
654,10
655,10
656,10
657,10
658,10
659,10
660,9
661,9
662,8
663,8
664,7
665,9
666,10
667,8
668,7
669,7
670,7
671,7
672,9
673,8
674,10
675,9
676,8
677,8
678,8
679,10
680,8
681,9
682,10
683,10
684,10
685,8
686,9
687,9
688,9
689,10
690,9
691,9
692,8
693,10
694,9
695,10
696,10
697,8
