0,3
1,1
2,1
3,4
4,4
5,3
6,1
7,3
8,4
9,1
10,2
11,3
12,1
13,2
14,2
15,1
16,3
17,3
18,3
19,4
20,1
21,4
22,1
23,3
24,1
25,1
26,3
27,1
28,2
29,4
30,1
31,1
32,3
33,3
34,1
35,3
36,4
37,3
38,2
39,2
40,3
41,1
42,3
43,4
44,2
45,2
46,4
47,2
48,4
49,4
50,4
51,1
52,1
53,3
54,1
55,1
56,3
57,4
58,3
59,3
60,4
61,3
62,2
63,1
64,1
65,4
66,4
67,2
68,2
69,4
70,2
71,1
72,4
73,1
74,3
75,1
76,3
77,4
78,4
79,4
80,3
81,1
82,1
83,3
84,3
85,2
86,4
87,4
88,2
89,2
90,4
91,1
92,3
93,1
94,1
95,3
96,1
97,1
98,1
99,1
100,3
101,1
102,1
103,1
104,3
105,2
106,2
107,2
108,1
109,2
110,1
111,4
112,1
113,4
114,4
115,2
116,1
117,3
118,2
119,4
120,1
121,4
122,1
123,1
124,2
125,1
126,1
127,4
128,4
129,3
130,1
131,4
132,3
133,2
134,2
135,4
136,4
137,4
138,4
139,4
140,2
141,3
142,3
143,2
144,2
145,2
146,2
147,4
148,2
149,1
150,1
151,1
152,4
153,1
154,3
155,3
156,1
157,1
158,3
159,4
160,2
161,2
162,4
163,4
164,3
165,4
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,3
174,3
175,1
176,4
177,1
178,3
179,3
180,4
181,2
182,1
183,3
184,2
185,4
186,1
187,2
188,1
189,1
190,1
191,3
192,2
193,1
194,1
195,4
196,3
197,3
198,2
199,1
200,1
201,4
202,2
203,1
204,4
205,4
206,2
207,1
208,1
209,1
210,4
211,4
212,4
213,4
214,4
215,4
216,4
217,3
218,4
219,2
220,4
221,4
222,1
223,1
224,4
225,2
226,4
227,1
228,1
229,1
230,2
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,4
239,2
240,1
241,1
242,1
243,3
244,4
245,1
246,3
247,3
248,4
249,3
250,3
251,3
252,4
253,3
254,1
255,3
256,1
257,2
258,4
259,3
260,4
261,4
262,4
263,4
264,2
265,1
266,3
267,3
268,1
269,1
270,1
271,1
272,2
273,1
274,2
275,3
276,2
277,4
278,1
279,1
280,2
281,1
282,1
283,1
284,2
285,3
286,1
287,4
288,1
289,3
290,2
291,3
292,1
293,2
294,4
295,3
296,2
297,4
298,4
299,1
300,4
301,1
302,4
303,2
304,4
305,1
306,1
307,1
308,1
309,1
310,1
311,1
312,2
313,2
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,1
322,1
323,1
324,1
325,2
326,1
327,3
328,1
329,1
330,1
331,1
332,1
333,3
334,4
335,4
336,1
337,4
338,4
339,4
340,3
341,4
342,1
343,2
344,2
345,4
346,1
347,1
348,2
349,4
350,2
351,4
352,4
353,4
354,3
355,4
356,4
357,2
358,4
359,3
360,4
361,4
362,3
363,1
364,1
365,1
366,1
367,2
368,4
369,1
370,1
371,1
372,1
373,4
374,2
375,2
376,4
377,1
378,4
379,2
380,4
381,1
382,1
383,4
384,4
385,3
386,4
387,2
388,1
389,3
390,4
391,4
392,3
393,2
394,3
395,1
396,3
397,3
398,3
399,2
400,2
401,3
402,2
403,3
404,2
405,3
406,2
407,4
408,2
409,2
410,4
411,2
412,4
413,3
414,2
415,3
416,4
417,1
418,4
419,2
420,4
421,4
422,1
423,4
424,4
425,2
426,3
427,4
428,1
429,3
430,1
431,4
432,4
433,4
434,4
435,2
436,1
437,4
438,4
439,1
440,3
441,2
442,1
443,3
444,4
445,4
446,3
447,1
448,1
449,4
450,1
451,2
452,3
453,3
454,4
455,4
456,1
457,3
458,1
459,1
460,2
461,1
462,2
463,4
464,2
465,1
466,1
467,1
468,4
469,2
470,3
471,4
472,1
473,1
474,4
475,1
476,1
477,4
478,2
479,3
480,3
481,3
482,1
483,2
484,1
485,3
486,1
487,4
488,4
489,4
490,3
491,1
492,4
493,4
494,3
495,1
496,1
497,2
498,3
499,1
500,2
501,2
502,1
503,2
504,3
505,2
506,2
507,4
508,3
509,3
510,1
511,1
512,1
513,1
514,1
515,1
516,2
517,4
518,3
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,2
527,4
528,1
529,1
530,3
531,2
532,2
533,2
534,4
535,1
536,4
537,3
538,1
539,4
540,4
541,4
542,4
543,2
544,4
545,1
546,2
547,1
548,3
549,1
550,4
551,1
552,1
553,1
554,1
555,4
556,1
557,2
558,3
559,1
560,1
561,1
562,1
563,4
564,1
565,4
566,3
567,3
568,1
569,1
570,1
571,1
572,1
573,1
574,4
575,3
576,3
577,3
578,3
579,1
580,3
581,4
582,3
583,3
584,3
585,1
586,1
587,2
588,2
589,1
590,3
591,4
592,3
593,1
594,4
595,4
596,4
597,3
598,4
599,4
600,1
601,4
602,1
603,1
604,1
605,4
606,4
607,3
608,3
609,1
610,1
611,4
612,2
613,3
614,2
615,1
616,1
617,1
618,2
619,1
620,1
621,1
622,2
623,3
624,2
625,4
626,2
627,2
628,2
629,1
630,2
631,3
632,1
633,4
634,2
635,1
636,4
637,3
638,2
639,3
640,3
641,4
642,1
643,1
644,2
645,2
646,1
647,3
648,1
649,4
650,1
651,4
652,2
653,1
654,3
655,1
656,3
657,1
658,1
659,1
660,1
661,1
662,3
663,1
664,2
665,3
666,1
667,2
668,4
669,2
670,1
671,1
672,1
673,1
674,3
675,3
676,4
677,1
678,1
679,3
680,1
681,1
682,3
683,4
684,2
685,1
686,3
687,4
688,4
689,1
690,4
691,3
692,2
693,2
694,2
695,4
696,4
697,2
698,3
699,4
700,4
701,4
702,2
703,4
704,1
705,2
706,4
707,3
708,4
709,2
710,4
711,4
712,1
713,1
714,2
715,2
716,1
717,1
718,2
719,4
720,4
721,1
722,4
723,2
724,3
725,2
726,3
727,3
728,3
729,2
730,1
731,3
732,1
733,4
734,2
735,1
736,4
737,1
738,1
739,1
740,1
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,1
753,1
754,2
755,1
756,1
757,3
758,2
759,1
760,4
761,1
762,2
763,1
764,2
765,4
766,4
767,3
768,4
769,1
770,3
771,4
772,4
773,2
774,3
775,4
776,1
777,2
778,2
779,4
780,2
781,1
782,4
783,1
784,3
785,2
786,3
787,4
788,2
789,2
790,1
791,1
792,1
793,2
794,1
795,4
796,3
797,1
798,1
799,2
800,2
801,4
802,4
803,4
804,4
805,1
806,1
807,2
808,2
809,3
810,1
811,1
812,3
813,3
814,1
815,2
816,4
817,4
818,4
819,1
820,1
821,3
822,1
823,4
824,3
825,1
826,3
827,4
828,2
829,1
830,1
831,2
832,3
833,2
834,4
835,2
836,4
837,1
838,2
839,1
840,1
841,1
842,1
843,1
844,1
845,1
846,2
847,3
848,3
849,1
850,1
851,1
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,1
860,1
861,2
862,1
863,2
864,2
865,1
866,2
867,1
868,3
869,3
870,4
871,4
872,2
873,1
874,1
875,4
876,4
877,3
878,3
879,2
880,4
881,1
882,4
883,1
884,4
885,2
886,1
887,3
888,4
889,3
890,2
891,2
892,3
893,2
894,4
895,3
896,1
897,4
898,1
899,1
900,1
901,1
902,4
903,3
904,3
905,1
906,1
907,1
908,1
909,1
910,4
911,1
912,3
913,4
914,3
915,4
916,3
917,1
918,2
919,1
920,1
921,2
922,1
923,2
924,4
925,1
926,1
927,1
928,1
929,1
930,2
931,1
932,3
933,2
934,4
935,4
936,1
937,1
938,1
939,2
940,1
941,2
942,2
943,2
944,4
945,2
946,1
947,2
948,3
949,1
950,1
951,2
952,3
953,4
954,4
955,4
956,1
957,2
958,1
959,4
960,1
961,1
962,2
963,4
964,3
965,4
966,2
967,3
968,1
969,1
970,1
971,3
972,3
973,4
974,4
975,4
976,3
977,1
978,1
979,4
980,4
981,2
982,3
983,4
984,1
985,4
986,2
987,4
988,1
989,4
990,1
991,2
992,1
993,2
994,3
995,3
996,3
997,4
998,2
999,3
1000,4
1001,4
1002,3
1003,3
1004,4
1005,3
1006,1
1007,1
1008,1
1009,4
1010,4
1011,2
1012,2
1013,2
1014,2
1015,2
1016,4
1017,1
1018,3
1019,1
1020,2
1021,1
1022,1
1023,3
1024,1
1025,2
1026,3
1027,1
1028,3
1029,3
1030,2
1031,2
1032,1
1033,4
1034,2
1035,1
1036,3
1037,1
1038,2
1039,1
1040,1
1041,1
1042,1
1043,3
1044,4
1045,2
1046,2
1047,2
1048,4
1049,3
1050,4
1051,4
1052,1
1053,4
1054,3
1055,2
1056,3
1057,3
1058,1
1059,2
1060,4
1061,4
1062,4
1063,3
1064,2
1065,1
1066,2
1067,3
1068,1
1069,3
1070,1
1071,4
1072,4
1073,2
1074,4
1075,1
1076,1
1077,3
1078,4
1079,3
1080,2
1081,4
1082,1
1083,1
1084,2
1085,2
1086,3
1087,1
1088,1
1089,1
1090,1
